a	s	folder	dir	p	co_wes	note
A13548	T5489641D1	R21030138-PL2021032903-T5489641D1-pre	Project_s440g01239_2Samples_20210402	P471354801		
A13582	N5827603D	R21025900-PL2021031701-N5827603D-pre	Project_s440g01224_7Samples_20210321_1616325145	P471358201		
A13582	T5821982D	R21025901-PL2021031702-T5821982D-pre	Project_s440g01224_7Samples_20210321_1616325145	P471358201		
A13502	N5023173D	R21026400-PL2021031804-N5023173D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011350201		
A13502	N5023173D	R21026400-PL2021031804-N5023173D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011350202		
A13502	T5025631D	R21026402-PL2021031806-T5025631D-pre	Project_s440g01225_12Samples_20210329	P011350201		
A13522	N5221413D	R21026398-PL2021031802-N5221413D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011352201		
A13522	T5225028D	R21026399-PL2021031803-T5225028D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011352201		
A13532	N5324320D	R21023146-PL2021030901-N5324320D-pre	Project_s440g01217_6Samples_20210313_1615615925	P011353202		
A13532	T5323261D1	R21026396-PL2021031606-T5323261D1-pre	Project_s440g01225_1Samples_20210326	P011353202		
A13534	N5349633D	R21026400-PL2021031804-N5349633D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011353401		
A13534	T5347222D	R21026401-PL2021031805-T5347222D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011353401		
A13534	N5349633D	R21026400-PL2021031804-N5349633D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011353402		
A13534	T5341902D	R21026402-PL2021031806-T5341902D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011353402		
A13551	N5518863D	R21026400-PL2021031804-N5518863D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355101		
A13551	T5518971D	R21028847-PL2021032401-T5518971D-pre	Project_s440g01234_7Samples_20210329_1617009145	P011355101		
A13552	N5526023D	R21026400-PL2021031804-N5526023D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355201		
A13553	N5539013D	R21026400-PL2021031804-N5539013D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355301		
A13671	N6715570D	R21034227-PL2021041006-N6715570D-pre	Project_s440g01251_24Samples_20210414_1618402419	P011367101		
A13552	T5525321D	R21034226-PL2021041005-T5525321D-pre	Project_s440g01251_24Samples_20210414_1618402419	P011355201		
A13553	T5539158D	R21026401-PL2021031805-T5539158D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355301		
A13554	T5541651D	R21026401-PL2021031805-T5541651D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355401		
A13554	N5542573D	R21026400-PL2021031804-N5542573D-pre	Project_s440g01225_12Samples_20210327	P011355401		
A13555	N5551793D	R21026400-PL2021031804-N5551793D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355501		
A13555	T5558462D	R21026401-PL2021031805-T5558462D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355501		
A13559	N5596983D	R21026400-PL2021031804-N5596983D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355901		
A13559	T5594212D	R21026401-PL2021031805-T5594212D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355901		
A13566	N5662013D	R21026398-PL2021031802-N5662013D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011356601		
A13566	T5663022D1	R21026397-PL2021031801-T5663022D1-pre	Project_s440g01225_15Samples_20210321_1616325123	P011356601		
A13567	N5675113D	R21026400-PL2021031804-N5675113D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011356701		
A13567	T5678302D	R21026402-PL2021031806-T5678302D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011356701		
A13568	N5683653D	R21026398-PL2021031802-N5683653D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011356801		
A13568	T5681678D	R21026399-PL2021031803-T5681678D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011356801		
A13569	N5691383D	R21026398-PL2021031802-N5691383D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011356901		
A13569	T5694162D	R21026399-PL2021031803-T5694162D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011356901		
A13570	N5703933D	R21026400-PL2021031804-N5703933D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011357001		
A13570	T5705442D	R21026401-PL2021031805-T5705442D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011357001		
A13571	N5717723D	R21026400-PL2021031804-N5717723D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011357101		
A13571	T5713742D	R21026402-PL2021031806-T5713742D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011357101		
A13590	N5904600D	R21026398-PL2021031802-N5904600D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011359001		
A13591	N5916370D	R21026398-PL2021031802-N5916370D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011359101		
A13591	T5911851D	R21026399-PL2021031803-T5911851D-pre	Project_s440g01225_12Samples_20210329	P011359101		
A13590	T5902031D	R21026399-PL2021031803-T5902031D-pre	Project_s440g01225_7Samples_20210325	P011359001		
A13597	N5974883D	R21026398-PL2021031802-N5974883D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011359701		
A13597	T5975922D	R21026399-PL2021031803-T5975922D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011359701		
A13565	N5656583D	R21026400-PL2021031804-N5656583D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011356501		
A11438	C4388163	R21025905LD01	Project_s440g01001_3Samples_20210322_1616406437	PA11438WGSonwatchT		
A08874	C8742903	R21025904LD01	Project_s440g01001_3Samples_20210322_1616406437	PA08874WGSonwatchT		
A05108	C1084467	R21025906LD01	Project_s440g01001_3Samples_20210322_1616406437	PA05108WGSonwatchT		
A11438	NArefV7	allref	ref_fastq_allhg19	PA11438WGSonwatchT		
A08874	NArefV7	allref	ref_fastq_allhg19	PA08874WGSonwatchT		
A05108	NArefV7	allref	ref_fastq_allhg19	PA05108WGSonwatchT		
A13510	T5104171D1	R21027476-PL2021032003-T5104171D1-pre	Project_s440g01228_10Samples_20210324_1616588042	P011351001		
A13600	T6007761D	R21027945-PL2021032304-T6007761D-pre	Project_s440g01231_5Samples_20210402	P011360001		
A13612	T6129602D1	R21030513-PL2021033003-T6129602D1-pre	Project_s440g01240_14Samples_20210403_1617448443	P011361201		
A13510	N5102473D	R21030511-PL2021033001-N5102473D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011351001		
A13538	N5385123D	R21027475-PL2021032002-N5385123D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011353801		
A13538	T5389891D	R21027476-PL2021032003-T5389891D-pre	Project_s440g01228_10Samples_20210324_1616588042	P011353801		
A13574	N5748193D	R21027475-PL2021032002-N5748193D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011357401		
A13587	N5878630D	R21027475-PL2021032002-N5878630D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011358701		
A13587	T5877521D	R21028846-PL2021032301-XX-T5877521D-pre	Project_s440g01234_7Samples_20210329_1617009145	P011358701		
A13592	N5921753D	R21027475-PL2021032002-N5921753D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011359201		
A13592	T5929671D	R21027476-PL2021032003-T5929671D-pre	Project_s440g01228_10Samples_20210324_1616588042	P011359201		
A13602	N6028703D	R21027475-PL2021032002-N6028703D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011360201		
A13602	T6023121D	R21027476-PL2021032003-T6023121D-pre	Project_s440g01228_10Samples_20210324_1616588042	P011360201		
A13603	N6032173D	R21027475-PL2021032002-N6032173D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011360301		
A13603	T6034321D	R21027476-PL2021032003-T6034321D-pre	Project_s440g01228_10Samples_20210324_1616588042	P011360301		
A13610	N6101253D	R21027475-PL2021032002-N6101253D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011361001		
A13610	T6108782D	R21027476-PL2021032003-T6108782D-pre	Project_s440g01228_10Samples_20210324_1616588042	P011361001		
A13611	N6118803D	R21027475-PL2021032002-N6118803D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011361101		
A13611	T6116202D	R21027476-PL2021032003-T6116202D-pre	Project_s440g01228_10Samples_20210324_1616588042	P011361101		
A13612	N6123583D	R21027475-PL2021032002-N6123583D-pre	Project_s440g01228_9Samples_20210324_1616577426	P011361201		
A13469	N4699283D	R21019759-PL2021030101-N4699283D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471346901t1		
A13469	T4695802DA	R21027649-PL2021032201-T4695802DA-pre	Project_s440g01229_4Samples_20210325_1616663832	P471346901t1		
A13470	N4706203D	R21019759-PL2021030101-N4706203D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471347001t1		
A13470	T4704532DA	R21027649-PL2021032201-T4704532DA-pre	Project_s440g01229_4Samples_20210325_1616663832	P471347001t1		
A13477	N4777853D	R21019759-PL2021030101-N4777853D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471347701t1		
A13477	T4774892DA	R21027649-PL2021032201-T4774892DA-pre	Project_s440g01229_4Samples_20210325_1616663832	P471347701t1		
A13483	N4837013D	R21019759-PL2021030101-N4837013D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471348301t1		
A13483	T4838942DA	R21027649-PL2021032201-T4838942DA-pre	Project_s440g01229_4Samples_20210325_1616663832	P471348301t1		
A11667	N6674723D	R21027944-PL2021032303-N6674723D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011166702		
A11667	T6674961D	R21027946-PL2021032305-T6674961D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011166702		
A13547	N5476170D	R21026398-PL2021031802-N5476170D-pre	Project_s440g01225_15Samples_20210321_1616325123	P011354701		
A13547	T5475892D	R21027946-PL2021032305-T5475892D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011354701		
A13600	N6001173D	R21027944-PL2021032303-N6001173D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011360001		
A13606	N6063983D	R21027944-PL2021032303-N6063983D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011360601		
A13606	T6064631D	R21027946-PL2021032305-T6064631D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011360601		
A13607	N6078073D	R21027944-PL2021032303-N6078073D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011360701		
A13607	T6072261D	R21027945-PL2021032304-T6072261D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011360701		
A13618	N6185193D	R21027944-PL2021032303-N6185193D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011361801		
A13618	T6183228D	R21027946-PL2021032305-T6183228D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011361801		
A13621	N6218803D	R21027944-PL2021032303-N6218803D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011362101		
A13621	T6218111D	R21027946-PL2021032305-T6218111D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011362101		
A13622	N6226093D	R21027944-PL2021032303-N6226093D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011362201		
A13622	T6226082D	R21027945-PL2021032304-T6226082D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011362201		
A13627	N6273573D	R21027944-PL2021032303-N6273573D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011362701		
A13627	T6277512D	R21027945-PL2021032304-T6277512D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011362701		
A13619	N6194153D	R21028849-PL2021032502-N6194153D-pre	Project_s440g01234_7Samples_20210329_1617009145	P011361902		
A13620	N6206433D	R21028849-PL2021032502-N6206433D-pre	Project_s440g01234_7Samples_20210329_1617009145	P011362001		
A13619	T6199192D	R21031309-PL2021040102-T6199192D-pre	Project_s440g01243_9Samples_20210405	P011361902		
A13620	T6207611D	R21028850-PL2021032503-T6207611D-pre	Project_s440g01234_1Samples_20210329	P011362001		
A13502	T5026781D	R21031310-PL2021040103-T5026781D-pre	Project_s440g01243_5Samples_20210408_1617847925	P011350202		
A13616	N6164553D	R21028231-PL2021032402-N6164553D-pre	Project_s440g01232_7Samples_20210327	P471361601		
A13616	T6165332D	R21028232-PL2021032403-T6165332D-pre	Project_s440g01232_7Samples_20210327	P471361601		
A13605	T6052291D	R21028232-PL2021032403-T6052291D-pre	Project_s440g01232_7Samples_20210327	P471360501		
A15113	T4704532DA	R21027649-PL2021032201-T4704532DA-pre	Project_s440g01229_4Samples_20210325_1616663832	P471511301		
A15113	N4706203D	R21019759-PL2021030101-N4706203D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471511301		
A15114	T4774892DA	R21027649-PL2021032201-T4774892DA-pre	Project_s440g01229_4Samples_20210325_1616663832	P471511401		
A15114	N4777853D	R21019759-PL2021030101-N4777853D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471511401		
A13632	T6322969	R21026832-MDX192531-RL-T6322969	Project_s440g01226_1Samples_20210323_1616487281	P521363201		
A13629	N6292723D	R21028849-PL2021032502-N6292723D-pre	Project_s440g01234_7Samples_20210329_1617009145	P011362901		
A13629	T6295118D	R21028850-PL2021032503-T6295118D-pre	Project_s440g01234_1Samples_20210330	P011362901		
A13615	N6158293D	R21029632-PL2021032701-N6158293D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011361501		
A13615	T6152812D	R21029634-PL2021032703-T6152812D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011361501		
A13628	N6287013D	R21029632-PL2021032701-N6287013D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011362801		
A13628	T6285081D	R21029633-PL2021032702-T6285081D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011362801		
A13637	N6378343D	R21029632-PL2021032701-N6378343D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011363701		
A13637	T6371691D	R21029634-PL2021032703-T6371691D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011363701		
A13644	N6442533D	R21029632-PL2021032701-N6442533D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011364401		
A13644	T6448681D	R21029634-PL2021032703-T6448681D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011364401		
A13648	N6484213D	R21029632-PL2021032701-N6484213D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011364801		
A13648	T6485632D	R21029633-PL2021032702-T6485632D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011364801		
A13649	N6499640D	R21029632-PL2021032701-N6499640D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011364901		
A13649	T6494721D	R21029634-PL2021032703-T6494721D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011364901		
A13657	N6572783D	R21029632-PL2021032701-N6572783D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011365701		
A13657	T6579171D	R21029633-PL2021032702-T6579171D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011365701		
A13658	T6586151D	R21029633-PL2021032702-T6586151D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011365801		
A13664	N6648303D	R21029632-PL2021032701-N6648303D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011366401		
A13664	T6642962D	R21029633-PL2021032702-T6642962D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011366401		
A13665	N6659593D	R21029632-PL2021032701-N6659593D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011366501		
A13665	T6653112D	R21029634-PL2021032703-T6653112D-pre	Project_s440g01237_22Samples_20210331_1617178325	P011366501		
A13605	N6056610D	R21028231-PL2021032402-N6056610D-pre	Project_s440g01232_4Samples_20210331_1617178532	P471360501		
A15094	N0944715	R21029632-PL2021032701-N0944715-pre	Project_s440g01237_22Samples_20210331_1617178325	P011509401		
A13656	T6565749	R21029192-MDX192543-RN1-T6565749	Project_s440g01236_3Samples_20210330_1617099755	P521365601		
A13680	T6805299	R21029191-COPF162270-RN-T6805299	Project_s440g01236_3Samples_20210330_1617099755	P521368001		
A13675	T6754389	R21029193-MDX192545-RN-T6754389	Project_s440g01236_3Samples_20210330_1617099755	P521367501		
A15094	T0943181DA	R21029633-PL2021032702-T0943181DA-pre	Project_s440g01237_22Samples_20210331_1617178325	P011509401		
A13675	N6756139	R21029194-LD20210327WES1-N6756139	Project_s440g01236_1Samples_20210403_1617379926	P511367501		
A13675	T6758299	R21028844-LD20210326WES1-T6758299	Project_s440g01233_1Samples_20210403_1617405125	P511367501		
A13679	N6791813D	R21030511-PL2021033001-N6791813D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011367901		
A13679	T6796242D	R21030512-PL2021033002-T6796242D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011367901		
A13674	N6741353D	R21030511-PL2021033001-N6741353D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011367401		
A13674	T6747541D	R21030512-PL2021033002-T6747541D-pre	Project_s440g01240_6Samples_20210408	P011367401		
A13671	T6716201D	R21030512-PL2021033002-T6716201D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011367101		
A13669	N6699313D	R21030511-PL2021033001-N6699313D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011366901		
A13669	T6692702D	R21030512-PL2021033002-T6692702D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011366901		
A13666	N6666573D	R21030511-PL2021033001-N6666573D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011366601		
A13666	T6665682D	R21030512-PL2021033002-T6665682D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011366601		
A13662	N6626123D	R21030511-PL2021033001-N6626123D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011366201		
A13662	T6628701D	R21030512-PL2021033002-T6628701D-pre	Project_s440g01240_14Samples_20210403_1617448443	P011366201		
HD832	HD832-50	R21030888-POOL-3-HD832-50-pre	Project_s440g01241_20Samples_20210403_1617448671	P47HD832T1		
HD832	NArefV7	allref	ref_fastq_allhg19	P47HD832T1		
A13673	N6732753D	R21031308-PL2021040101-N6732753D-pre	Project_s440g01243_9Samples_20210405	P011367301		
A13690	T6909012D	R21031310-PL2021040103-T6909012D-pre	Project_s440g01243_9Samples_20210405	P011369001		
A13673	T6734381D	R21037785-PL2021041502-T6734381D-pre	Project_s440g01256_12Samples_20210418_1618738530	P011367301		
A13690	N6907653D	R21031308-PL2021040101-N6907653D-pre	Project_s440g01243_4Samples_20210410_1618053257	P011369001		
A13692	N6925113D	R21031308-PL2021040101-N6925113D-pre	Project_s440g01243_9Samples_20210405	P011369201		
A13692	T6921602D	R21031310-PL2021040103-T6921602D-pre	Project_s440g01243_9Samples_20210405	P011369201		
HD832	HD832-50-pre	R21031308-PL2021040101-HD832-50-pre	Project_s440g01243_4Samples_20210410_1618053257	HD832510KT33		
HD832	NArefV7	allref	ref_fastq_allhg19	HD832510KT33		
A13630	N6308263D	R21030140-PL2021032901-N6308263D-pre	Project_s440g01239_6Samples_20210402	P471363001		
A13639	T6399821D	R21030139-PL2021032902-T6399821D-pre	Project_s440g01239_6Samples_20210402	P471363901		
A13630	T6302431D	R21030139-PL2021032902-T6302431D-pre	Project_s440g01239_8Samples_20210405_1617621907	P471363001		
A13688	T6886459	R21030132-MDX192557-RL-T6886459	Project_s440g01238_1Samples_20210402_1617359274	P521368801		
